fpr,tpr
0.0,0.0
0.004273504273504274,0.2692307692307692
0.004273504273504274,0.36153846153846153
0.004273504273504274,0.40512820512820513
0.004273504273504274,0.4282051282051282
0.008547008547008548,0.4512820512820513
0.008547008547008548,0.4717948717948718
0.008547008547008548,0.48205128205128206
0.008547008547008548,0.4948717948717949
0.008547008547008548,0.5025641025641026
0.008547008547008548,0.5153846153846153
0.008547008547008548,0.5256410256410257
0.008547008547008548,0.5358974358974359
0.008547008547008548,0.5512820512820513
0.008547008547008548,0.558974358974359
0.008547008547008548,0.5641025641025641
0.008547008547008548,0.5692307692307692
0.008547008547008548,0.5743589743589743
0.008547008547008548,0.5820512820512821
0.008547008547008548,0.5923076923076923
0.008547008547008548,0.5948717948717949
0.01282051282051282,0.5948717948717949
0.01282051282051282,0.6
0.01282051282051282,0.6051282051282051
0.01282051282051282,0.6102564102564103
0.01282051282051282,0.6153846153846154
0.01282051282051282,0.6256410256410256
0.01282051282051282,0.6358974358974359
0.01282051282051282,0.6410256410256411
0.01282051282051282,0.6666666666666666
0.017094017094017096,0.6666666666666666
0.017094017094017096,0.6692307692307692
0.021367521367521368,0.6692307692307692
0.021367521367521368,0.6743589743589744
0.02564102564102564,0.6743589743589744
0.02564102564102564,0.6820512820512821
0.029914529914529916,0.6846153846153846
0.029914529914529916,0.6974358974358974
0.03418803418803419,0.6974358974358974
0.03418803418803419,0.7076923076923077
0.03418803418803419,0.7128205128205128
0.03418803418803419,0.7153846153846154
0.038461538461538464,0.7153846153846154
0.038461538461538464,0.7205128205128205
0.04700854700854701,0.7205128205128205
0.04700854700854701,0.7256410256410256
0.04700854700854701,0.7307692307692307
0.05128205128205128,0.7307692307692307
0.05128205128205128,0.735897435897436
0.05555555555555555,0.735897435897436
0.05555555555555555,0.7461538461538462
0.05982905982905983,0.7461538461538462
0.05982905982905983,0.7538461538461538
0.0641025641025641,0.7538461538461538
0.0641025641025641,0.7948717948717948
0.06837606837606838,0.7948717948717948
0.06837606837606838,0.8
0.07264957264957266,0.8
0.07264957264957266,0.8076923076923077
0.07692307692307693,0.8076923076923077
0.07692307692307693,0.8102564102564103
0.0811965811965812,0.8102564102564103
0.0811965811965812,0.8333333333333334
0.0811965811965812,0.8384615384615385
0.0811965811965812,0.8666666666666667
0.08547008547008547,0.8666666666666667
0.08547008547008547,0.8743589743589744
0.09401709401709402,0.8743589743589744
0.09401709401709402,0.8794871794871795
0.09829059829059829,0.8794871794871795
0.09829059829059829,0.8948717948717949
0.1111111111111111,0.8948717948717949
0.1111111111111111,0.9
0.11538461538461539,0.9
0.11538461538461539,0.9051282051282051
0.12393162393162394,0.9051282051282051
0.12393162393162394,0.9076923076923077
0.1282051282051282,0.9076923076923077
0.1282051282051282,0.9282051282051282
0.13247863247863248,0.9282051282051282
0.13247863247863248,0.9333333333333333
0.13675213675213677,0.9333333333333333
0.13675213675213677,0.941025641025641
0.14102564102564102,0.941025641025641
0.14102564102564102,0.9461538461538461
0.14957264957264957,0.9461538461538461
0.14957264957264957,0.9512820512820512
0.17094017094017094,0.9512820512820512
0.17094017094017094,0.9564102564102565
0.1752136752136752,0.9564102564102565
0.1752136752136752,0.958974358974359
0.1794871794871795,0.958974358974359
0.1794871794871795,0.9641025641025641
0.19230769230769232,0.9641025641025641
0.19230769230769232,0.9666666666666667
0.20512820512820512,0.9666666666666667
0.20512820512820512,0.9692307692307692
0.21794871794871795,0.9692307692307692
0.21794871794871795,0.9717948717948718
0.2222222222222222,0.9717948717948718
0.2222222222222222,0.9769230769230769
0.23076923076923078,0.9769230769230769
0.23931623931623933,0.9769230769230769
0.24358974358974358,0.9769230769230769
0.24358974358974358,0.9794871794871794
0.24786324786324787,0.9794871794871794
0.24786324786324787,0.9846153846153847
0.2564102564102564,0.9846153846153847
0.2564102564102564,0.9897435897435898
0.28205128205128205,0.9897435897435898
0.28205128205128205,0.9923076923076923
0.3418803418803419,0.9923076923076923
0.3418803418803419,0.9948717948717949
0.3547008547008547,0.9948717948717949
0.36324786324786323,0.9948717948717949
0.3717948717948718,0.9948717948717949
0.3717948717948718,0.9974358974358974
0.6239316239316239,0.9974358974358974
0.6239316239316239,1.0
0.7863247863247863,1.0
0.7948717948717948,1.0
1.0,1.0
